keypoint_0,keypoint_1,keypoint_2,keypoint_3,keypoint_4,keypoint_5,keypoint_6,keypoint_7,keypoint_8,keypoint_9,keypoint_10,keypoint_11,keypoint_12,keypoint_13,keypoint_14,keypoint_15,keypoint_16,keypoint_17,keypoint_18,keypoint_19,keypoint_20,keypoint_21,keypoint_22,keypoint_23,keypoint_24,keypoint_25,keypoint_26,keypoint_27,keypoint_28,keypoint_29,keypoint_30,keypoint_31,keypoint_32,keypoint_33,Frame,Video,keypoint_0_velocity,keypoint_0_acceleration,keypoint_1_velocity,keypoint_1_acceleration,keypoint_2_velocity,keypoint_2_acceleration,keypoint_3_velocity,keypoint_3_acceleration,keypoint_4_velocity,keypoint_4_acceleration,keypoint_5_velocity,keypoint_5_acceleration,keypoint_6_velocity,keypoint_6_acceleration,keypoint_7_velocity,keypoint_7_acceleration,keypoint_8_velocity,keypoint_8_acceleration,keypoint_9_velocity,keypoint_9_acceleration,keypoint_10_velocity,keypoint_10_acceleration,keypoint_11_velocity,keypoint_11_acceleration,keypoint_12_velocity,keypoint_12_acceleration,keypoint_13_velocity,keypoint_13_acceleration,keypoint_14_velocity,keypoint_14_acceleration,keypoint_15_velocity,keypoint_15_acceleration,keypoint_16_velocity,keypoint_16_acceleration,keypoint_17_velocity,keypoint_17_acceleration,keypoint_18_velocity,keypoint_18_acceleration,keypoint_19_velocity,keypoint_19_acceleration,keypoint_20_velocity,keypoint_20_acceleration,keypoint_21_velocity,keypoint_21_acceleration,keypoint_22_velocity,keypoint_22_acceleration,keypoint_23_velocity,keypoint_23_acceleration,keypoint_24_velocity,keypoint_24_acceleration,keypoint_25_velocity,keypoint_25_acceleration,keypoint_26_velocity,keypoint_26_acceleration,keypoint_27_velocity,keypoint_27_acceleration,keypoint_28_velocity,keypoint_28_acceleration,keypoint_29_velocity,keypoint_29_acceleration,keypoint_30_velocity,keypoint_30_acceleration,keypoint_31_velocity,keypoint_31_acceleration,keypoint_32_velocity,keypoint_32_acceleration,keypoint_33_velocity,keypoint_33_acceleration,Angle,Velocity,Acceleration
tensor(220.6184),tensor(397.8273),tensor(212.9330),tensor(387.4117),tensor(212.9008),tensor(399.1976),tensor(213.2184),tensor(369.4413),tensor(0.),tensor(0.),tensor(244.5075),tensor(364.1349),tensor(245.9149),tensor(391.5152),tensor(273.3522),tensor(389.9908),tensor(266.2792),tensor(411.4835),tensor(275.6011),tensor(407.8190),tensor(280.4304),tensor(423.2300),tensor(375.7775),tensor(382.6209),tensor(375.4565),tensor(407.1221),tensor(438.4553),tensor(394.9301),tensor(448.2377),tensor(417.9308),tensor(545.8740),tensor(425.5910),tensor(535.1190),tensor(434.3018),172,video_1,tensor(5.9497),tensor(-208.7189),tensor(0.8354),tensor(-396.1566),tensor(4.3570),tensor(-204.2190),tensor(-0.7859),tensor(-388.9835),tensor(5.9510),tensor(-200.9988),tensor(0.3521),tensor(-398.4935),tensor(1.8660),tensor(-209.4864),tensor(-3.6000),tensor(-376.6412),tensor(-204.9046),tensor(-409.8093),tensor(-398.8324),tensor(-797.6648),tensor(5.6736),tensor(-233.1603),tensor(-5.6399),tensor(-375.4146),tensor(5.3735),tensor(-235.1678),tensor(-1.0071),tensor(-393.5294),tensor(12.1577),tensor(-249.0367),tensor(-6.7501),tensor(-403.4910),tensor(2.4008),tensor(-261.4775),tensor(-1.7454),tensor(-414.9744),tensor(-2.1876),tensor(-279.9762),tensor(-0.2201),tensor(-408.2591),tensor(-3.7769),tensor(-287.9842),tensor(-4.1872),tensor(-431.6044),tensor(19.1749),tensor(-337.4277),tensor(3.4460),tensor(-375.7289),tensor(19.2489),tensor(-336.9587),tensor(5.8707),tensor(-395.3807),tensor(-6.7238),tensor(-451.9028),tensor(-8.9834),tensor(-412.8969),tensor(-6.1814),tensor(-460.6004),tensor(-2.6290),tensor(-423.1888),tensor(6.6421),tensor(-532.5898),tensor(15.8530),tensor(-393.8850),tensor(4.4042),tensor(-526.3105),tensor(21.2474),tensor(-391.8069),1.3664466583778003,tensor(450.7942),tensor(-1688.8257)
tensor(223.5751),tensor(397.8362),tensor(215.1524),tensor(386.3059),tensor(215.1046),tensor(399.7734),tensor(215.6004),tensor(366.3567),tensor(0.),tensor(0.),tensor(247.8616),tensor(361.3407),tensor(246.8620),tensor(391.7930),tensor(276.1457),tensor(388.7028),tensor(262.7542),tensor(416.0224),tensor(281.6972),tensor(397.9802),tensor(280.0150),tensor(425.9561),tensor(372.7541),tensor(380.7198),tensor(371.6771),tensor(406.1330),tensor(431.2045),tensor(399.7696),tensor(443.0873),tensor(422.4096),tensor(546.1638),tensor(429.9131),tensor(534.4391),tensor(435.4771),173,video_1,tensor(2.9568),tensor(-2.9930),tensor(0.0089),tensor(-0.8265),tensor(2.2194),tensor(-2.1376),tensor(-1.1057),tensor(-0.3199),tensor(2.2039),tensor(-3.7471),tensor(0.5759),tensor(0.2238),tensor(2.3820),tensor(0.5160),tensor(-3.0846),tensor(0.5154),tensor(0.),tensor(204.9046),tensor(0.),tensor(398.8324),tensor(3.3541),tensor(-2.3195),tensor(-2.7943),tensor(2.8456),tensor(0.9471),tensor(-4.4264),tensor(0.2778),tensor(1.2849),tensor(2.7935),tensor(-9.3643),tensor(-1.2879),tensor(5.4622),tensor(-3.5250),tensor(-5.9259),tensor(4.5388),tensor(6.2843),tensor(6.0961),tensor(8.2837),tensor(-9.8388),tensor(-9.6188),tensor(-0.4154),tensor(3.3615),tensor(2.7261),tensor(6.9133),tensor(-3.0233),tensor(-22.1982),tensor(-1.9012),tensor(-5.3472),tensor(-3.7793),tensor(-23.0282),tensor(-0.9891),tensor(-6.8598),tensor(-7.2508),tensor(-0.5271),tensor(4.8395),tensor(13.8230),tensor(-5.1504),tensor(1.0310),tensor(4.4788),tensor(7.1077),tensor(0.2898),tensor(-6.3523),tensor(4.3221),tensor(-11.5309),tensor(-0.6798),tensor(-5.0840),tensor(1.1753),tensor(-20.0721),1.8709529798875273,tensor(20.2624),tensor(-430.5318)
tensor(221.3672),tensor(391.5619),tensor(213.4237),tensor(383.0152),tensor(214.2791),tensor(393.6294),tensor(0.),tensor(0.),tensor(211.0516),tensor(397.3638),tensor(233.4758),tensor(374.6362),tensor(239.7099),tensor(398.9188),tensor(269.0352),tensor(390.7713),tensor(266.0939),tensor(414.1700),tensor(277.6974),tensor(388.7426),tensor(283.2402),tensor(424.4319),tensor(342.2717),tensor(381.2285),tensor(346.6693),tensor(404.0003),tensor(417.4510),tensor(392.6312),tensor(426.2501),tensor(413.9109),tensor(520.4404),tensor(409.3104),tensor(509.2198),tensor(421.1699),174,video_1,tensor(-2.2079),tensor(-5.1647),tensor(-6.2743),tensor(-6.2832),tensor(-1.7287),tensor(-3.9481),tensor(-3.2908),tensor(-2.1850),tensor(-0.8256),tensor(-3.0295),tensor(-6.1440),tensor(-6.7199),tensor(-215.6004),tensor(-217.9825),tensor(-366.3567),tensor(-363.2720),tensor(211.0516),tensor(211.0516),tensor(397.3638),tensor(397.3638),tensor(-14.3859),tensor(-17.7400),tensor(13.2956),tensor(16.0898),tensor(-7.1521),tensor(-8.0992),tensor(7.1258),tensor(6.8480),tensor(-7.1105),tensor(-9.9040),tensor(2.0685),tensor(3.3564),tensor(3.3398),tensor(6.8648),tensor(-1.8524),tensor(-6.3912),tensor(-3.9998),tensor(-10.0959),tensor(-9.2376),tensor(0.6013),tensor(3.2253),tensor(3.6407),tensor(-1.5242),tensor(-4.2503),tensor(-30.4824),tensor(-27.4591),tensor(0.5088),tensor(2.4100),tensor(-25.0078),tensor(-21.2285),tensor(-2.1327),tensor(-1.1436),tensor(-13.7534),tensor(-6.5026),tensor(-7.1384),tensor(-11.9780),tensor(-16.8372),tensor(-11.6868),tensor(-8.4987),tensor(-12.9774),tensor(-25.7234),tensor(-26.0132),tensor(-20.6027),tensor(-24.9247),tensor(-25.2193),tensor(-24.5395),tensor(-14.3073),tensor(-15.4826),81.44891314412403,tensor(622.8879),tensor(602.6255)
tensor(217.4141),tensor(402.9489),tensor(210.4016),tensor(392.3195),tensor(211.6539),tensor(404.8053),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(231.5295),tensor(364.8385),tensor(234.6581),tensor(392.2476),tensor(273.6529),tensor(406.1528),tensor(260.1076),tensor(424.3155),tensor(288.5034),tensor(418.2392),tensor(288.5992),tensor(429.3793),tensor(347.3624),tensor(385.6831),tensor(348.3101),tensor(411.8224),tensor(407.5085),tensor(404.5006),tensor(417.0610),tensor(435.8276),tensor(540.6741),tensor(429.5993),tensor(527.1348),tensor(452.0005),175,video_1,tensor(-3.9531),tensor(-1.7451),tensor(11.3870),tensor(17.6613),tensor(-3.0220),tensor(-1.2933),tensor(9.3044),tensor(12.5951),tensor(-2.6252),tensor(-1.7996),tensor(11.1759),tensor(17.3199),tensor(0.),tensor(215.6004),tensor(0.),tensor(366.3567),tensor(-211.0516),tensor(-422.1032),tensor(-397.3638),tensor(-794.7277),tensor(-1.9463),tensor(12.4396),tensor(-9.7977),tensor(-23.0933),tensor(-5.0518),tensor(2.1003),tensor(-6.6712),tensor(-13.7970),tensor(4.6178),tensor(11.7283),tensor(15.3815),tensor(13.3130),tensor(-5.9863),tensor(-9.3260),tensor(10.1455),tensor(11.9979),tensor(10.8060),tensor(14.8058),tensor(29.4966),tensor(38.7342),tensor(5.3589),tensor(2.1337),tensor(4.9475),tensor(6.4717),tensor(5.0907),tensor(35.5731),tensor(4.4546),tensor(3.9458),tensor(1.6408),tensor(26.6486),tensor(7.8221),tensor(9.9548),tensor(-9.9425),tensor(3.8109),tensor(11.8694),tensor(19.0078),tensor(-9.1891),tensor(7.6480),tensor(21.9167),tensor(30.4154),tensor(20.2336),tensor(45.9570),tensor(20.2889),tensor(40.8916),tensor(17.9149),tensor(43.1342),tensor(30.8306),tensor(45.1379),79.90492639932809,tensor(455.4413),tensor(-167.4466)
tensor(215.2729),tensor(398.9922),tensor(210.3266),tensor(387.3238),tensor(209.8006),tensor(400.6806),tensor(211.8104),tensor(368.1932),tensor(0.),tensor(0.),tensor(234.1279),tensor(367.5053),tensor(237.4269),tensor(395.3741),tensor(270.8165),tensor(408.2359),tensor(266.6045),tensor(426.8557),tensor(280.6079),tensor(417.9414),tensor(287.5461),tensor(427.8065),tensor(337.6749),tensor(391.8372),tensor(338.5824),tensor(417.2342),tensor(388.2317),tensor(404.0651),tensor(401.6357),tensor(435.6031),tensor(528.8419),tensor(431.0208),tensor(522.2609),tensor(455.1177),176,video_1,tensor(-2.1412),tensor(1.8119),tensor(-3.9567),tensor(-15.3438),tensor(-0.0750),tensor(2.9470),tensor(-4.9958),tensor(-14.3001),tensor(-1.8533),tensor(0.7718),tensor(-4.1247),tensor(-15.3006),tensor(211.8104),tensor(211.8104),tensor(368.1932),tensor(368.1932),tensor(0.),tensor(211.0516),tensor(0.),tensor(397.3638),tensor(2.5984),tensor(4.5447),tensor(2.6668),tensor(12.4645),tensor(2.7688),tensor(7.8206),tensor(3.1265),tensor(9.7977),tensor(-2.8365),tensor(-7.4542),tensor(2.0831),tensor(-13.2984),tensor(6.4969),tensor(12.4831),tensor(2.5402),tensor(-7.6053),tensor(-7.8954),tensor(-18.7014),tensor(-0.2978),tensor(-29.7944),tensor(-1.0531),tensor(-6.4120),tensor(-1.5729),tensor(-6.5204),tensor(-9.6875),tensor(-14.7781),tensor(6.1541),tensor(1.6995),tensor(-9.7277),tensor(-11.3685),tensor(5.4118),tensor(-2.4103),tensor(-19.2768),tensor(-9.3343),tensor(-0.4355),tensor(-12.3049),tensor(-15.4253),tensor(-6.2361),tensor(-0.2245),tensor(-22.1412),tensor(-11.8322),tensor(-32.0659),tensor(1.4214),tensor(-18.8675),tensor(-4.8738),tensor(-22.7888),tensor(3.1173),tensor(-27.7133),5.9756646940975395,tensor(426.2567),tensor(-29.1846)
tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(227.0171),tensor(375.1808),tensor(244.0598),tensor(398.9113),tensor(260.4152),tensor(406.8839),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(341.2767),tensor(399.1790),tensor(352.4211),tensor(423.0818),tensor(391.7060),tensor(399.8227),tensor(408.6028),tensor(432.5674),tensor(531.7263),tensor(417.4533),tensor(525.4691),tensor(451.2872),177,video_1,tensor(-215.2729),tensor(-213.1317),tensor(-398.9922),tensor(-395.0355),tensor(-210.3266),tensor(-210.2516),tensor(-387.3238),tensor(-382.3280),tensor(-209.8006),tensor(-207.9472),tensor(-400.6806),tensor(-396.5559),tensor(-211.8104),tensor(-423.6208),tensor(-368.1932),tensor(-736.3864),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(-7.1107),tensor(-9.7091),tensor(7.6754),tensor(5.0087),tensor(6.6330),tensor(3.8642),tensor(3.5372),tensor(0.4106),tensor(-10.4013),tensor(-7.5648),tensor(-1.3519),tensor(-3.4350),tensor(-266.6045),tensor(-273.1013),tensor(-426.8557),tensor(-429.3959),tensor(-280.6079),tensor(-272.7125),tensor(-417.9414),tensor(-417.6436),tensor(-287.5461),tensor(-286.4930),tensor(-427.8065),tensor(-426.2336),tensor(3.6018),tensor(13.2893),tensor(7.3419),tensor(1.1878),tensor(13.8386),tensor(23.5663),tensor(5.8476),tensor(0.4358),tensor(3.4743),tensor(22.7511),tensor(-4.2424),tensor(-3.8069),tensor(6.9672),tensor(22.3925),tensor(-3.0358),tensor(-2.8113),tensor(2.8844),tensor(14.7166),tensor(-13.5674),tensor(-14.9889),tensor(3.2082),tensor(8.0820),tensor(-3.8306),tensor(-6.9478),,tensor(1248.2227),tensor(821.9659)
tensor(209.5519),tensor(395.1183),tensor(204.8451),tensor(388.6692),tensor(202.8394),tensor(396.9909),tensor(209.4735),tensor(381.2844),tensor(203.4726),tensor(401.3442),tensor(236.2967),tensor(384.8242),tensor(238.4220),tensor(402.5963),tensor(262.5231),tensor(409.8581),tensor(261.8295),tensor(423.8631),tensor(281.3551),tensor(422.8687),tensor(284.2155),tensor(431.0729),tensor(323.3131),tensor(385.4341),tensor(323.4684),tensor(400.9377),tensor(370.1284),tensor(397.9365),tensor(376.0024),tensor(414.5988),tensor(414.4713),tensor(399.0661),tensor(411.8691),tensor(411.9661),178,video_1,tensor(209.5519),tensor(424.8248),tensor(395.1183),tensor(794.1105),tensor(204.8451),tensor(415.1718),tensor(388.6692),tensor(775.9929),tensor(202.8394),tensor(412.6400),tensor(396.9909),tensor(797.6715),tensor(209.4735),tensor(421.2839),tensor(381.2844),tensor(749.4776),tensor(203.4726),tensor(203.4726),tensor(401.3442),tensor(401.3442),tensor(9.2796),tensor(16.3903),tensor(9.6435),tensor(1.9680),tensor(-5.6379),tensor(-12.2709),tensor(3.6850),tensor(0.1479),tensor(2.1079),tensor(12.5092),tensor(2.9741),tensor(4.3260),tensor(261.8295),tensor(528.4340),tensor(423.8631),tensor(850.7188),tensor(281.3551),tensor(561.9630),tensor(422.8687),tensor(840.8101),tensor(284.2155),tensor(571.7616),tensor(431.0729),tensor(858.8793),tensor(-17.9636),tensor(-21.5655),tensor(-13.7449),tensor(-21.0868),tensor(-28.9526),tensor(-42.7913),tensor(-22.1441),tensor(-27.9916),tensor(-21.5776),tensor(-25.0519),tensor(-1.8862),tensor(2.3562),tensor(-32.6005),tensor(-39.5676),tensor(-17.9686),tensor(-14.9328),tensor(-117.2549),tensor(-120.1393),tensor(-18.3872),tensor(-4.8198),tensor(-113.6000),tensor(-116.8082),tensor(-39.3210),tensor(-35.4905),21.28610002930254,tensor(1337.4614),tensor(89.2388)
tensor(208.4917),tensor(394.1107),tensor(203.8361),tensor(387.4265),tensor(201.6911),tensor(396.0697),tensor(208.7878),tensor(380.0675),tensor(202.4410),tensor(400.7208),tensor(235.3558),tensor(384.0705),tensor(237.4951),tensor(402.8985),tensor(261.9207),tensor(409.2364),tensor(261.9587),tensor(424.4950),tensor(279.8313),tensor(423.2549),tensor(284.2701),tensor(431.5842),tensor(322.7448),tensor(385.3586),tensor(322.8617),tensor(401.7451),tensor(372.5589),tensor(396.7188),tensor(377.9293),tensor(415.4742),tensor(418.3942),tensor(395.3337),tensor(415.1047),tensor(411.4396),179,video_1,tensor(-1.0602),tensor(-210.6121),tensor(-1.0075),tensor(-396.1258),tensor(-1.0090),tensor(-205.8541),tensor(-1.2427),tensor(-389.9119),tensor(-1.1483),tensor(-203.9878),tensor(-0.9212),tensor(-397.9121),tensor(-0.6858),tensor(-210.1593),tensor(-1.2169),tensor(-382.5013),tensor(-1.0316),tensor(-204.5043),tensor(-0.6234),tensor(-401.9676),tensor(-0.9408),tensor(-10.2204),tensor(-0.7538),tensor(-10.3973),tensor(-0.9268),tensor(4.7110),tensor(0.3021),tensor(-3.3829),tensor(-0.6024),tensor(-2.7103),tensor(-0.6216),tensor(-3.5958),tensor(0.1292),tensor(-261.7003),tensor(0.6319),tensor(-423.2311),tensor(-1.5238),tensor(-282.8789),tensor(0.3863),tensor(-422.4824),tensor(0.0545),tensor(-284.1610),tensor(0.5113),tensor(-430.5616),tensor(-0.5683),tensor(17.3954),tensor(-0.0756),tensor(13.6693),tensor(-0.6067),tensor(28.3459),tensor(0.8074),tensor(22.9515),tensor(2.4305),tensor(24.0081),tensor(-1.2177),tensor(0.6685),tensor(1.9269),tensor(34.5274),tensor(0.8754),tensor(18.8440),tensor(3.9228),tensor(121.1777),tensor(-3.7324),tensor(14.6548),tensor(3.2355),tensor(116.8355),tensor(-0.5266),tensor(38.7945),21.596362522393825,tensor(8.3583),tensor(-1329.1031)
tensor(209.1700),tensor(395.2590),tensor(204.2095),tensor(388.7722),tensor(202.0177),tensor(397.5404),tensor(208.9599),tensor(381.5013),tensor(202.3742),tensor(402.6730),tensor(236.0106),tensor(384.0456),tensor(238.1263),tensor(403.5357),tensor(261.3633),tensor(407.1093),tensor(259.9503),tensor(423.5573),tensor(278.2185),tensor(421.6609),tensor(282.6840),tensor(430.3332),tensor(323.3262),tensor(385.2414),tensor(322.8263),tensor(401.7355),tensor(371.5592),tensor(393.6822),tensor(374.8408),tensor(413.6738),tensor(411.5540),tensor(394.9960),tensor(404.3825),tensor(412.5219),180,video_1,tensor(0.6782),tensor(1.7384),tensor(1.1483),tensor(2.1559),tensor(0.3734),tensor(1.3824),tensor(1.3457),tensor(2.5884),tensor(0.3265),tensor(1.4749),tensor(1.4706),tensor(2.3918),tensor(0.1721),tensor(0.8579),tensor(1.4338),tensor(2.6507),tensor(-0.0668),tensor(0.9649),tensor(1.9522),tensor(2.5756),tensor(0.6548),tensor(1.5956),tensor(-0.0248),tensor(0.7289),tensor(0.6311),tensor(1.5580),tensor(0.6372),tensor(0.3351),tensor(-0.5573),tensor(0.0450),tensor(-2.1271),tensor(-1.5054),tensor(-2.0084),tensor(-2.1377),tensor(-0.9377),tensor(-1.5697),tensor(-1.6128),tensor(-0.0889),tensor(-1.5940),tensor(-1.9802),tensor(-1.5861),tensor(-1.6406),tensor(-1.2510),tensor(-1.7623),tensor(0.5814),tensor(1.1496),tensor(-0.1172),tensor(-0.0417),tensor(-0.0354),tensor(0.5713),tensor(-0.0096),tensor(-0.8170),tensor(-0.9997),tensor(-3.4302),tensor(-3.0367),tensor(-1.8190),tensor(-3.0885),tensor(-5.0154),tensor(-1.8004),tensor(-2.6758),tensor(-6.8402),tensor(-10.7630),tensor(-0.3377),tensor(3.3947),tensor(-10.7222),tensor(-13.9577),tensor(1.0824),tensor(1.6089),19.700776906926663,tensor(14.7816),tensor(6.4233)
tensor(208.6766),tensor(392.9329),tensor(204.1136),tensor(386.7817),tensor(202.2430),tensor(394.9898),tensor(208.5879),tensor(380.3899),tensor(202.9604),tensor(399.9951),tensor(235.0090),tensor(383.7718),tensor(237.6520),tensor(402.3329),tensor(261.7316),tensor(406.6483),tensor(260.7441),tensor(422.3264),tensor(278.7673),tensor(421.7034),tensor(283.8379),tensor(430.1906),tensor(322.4791),tensor(386.1009),tensor(322.3676),tensor(402.3227),tensor(370.4575),tensor(392.4204),tensor(373.1525),tensor(412.8192),tensor(410.8642),tensor(393.0110),tensor(404.8257),tensor(412.5649),181,video_1,tensor(-0.4933),tensor(-1.1715),tensor(-2.3261),tensor(-3.4745),tensor(-0.0959),tensor(-0.4693),tensor(-1.9905),tensor(-3.3362),tensor(0.2254),tensor(-0.1012),tensor(-2.5506),tensor(-4.0212),tensor(-0.3719),tensor(-0.5441),tensor(-1.1114),tensor(-2.5452),tensor(0.5862),tensor(0.6530),tensor(-2.6779),tensor(-4.6301),tensor(-1.0016),tensor(-1.6564),tensor(-0.2738),tensor(-0.2490),tensor(-0.4742),tensor(-1.1054),tensor(-1.2028),tensor(-1.8401),tensor(0.3683),tensor(0.9256),tensor(-0.4611),tensor(1.6660),tensor(0.7938),tensor(2.8022),tensor(-1.2308),tensor(-0.2931),tensor(0.5488),tensor(2.1616),tensor(0.0425),tensor(1.6364),tensor(1.1540),tensor(2.7401),tensor(-0.1426),tensor(1.1084),tensor(-0.8471),tensor(-1.4285),tensor(0.8595),tensor(0.9767),tensor(-0.4588),tensor(-0.4234),tensor(0.5872),tensor(0.5968),tensor(-1.1017),tensor(-0.1020),tensor(-1.2617),tensor(1.7749),tensor(-1.6884),tensor(1.4001),tensor(-0.8546),tensor(0.9458),tensor(-0.6898),tensor(6.1504),tensor(-1.9850),tensor(-1.6473),tensor(0.4432),tensor(11.1653),tensor(0.0430),tensor(-1.0394),20.789912177120893,tensor(6.7068),tensor(-8.0748)
tensor(220.7439),tensor(374.8921),tensor(216.7184),tensor(369.3653),tensor(215.0648),tensor(376.5093),tensor(217.3590),tensor(366.2455),tensor(212.5312),tensor(383.4718),tensor(238.7009),tensor(370.1978),tensor(236.9797),tensor(394.4471),tensor(271.9831),tensor(374.7515),tensor(260.7218),tensor(418.0912),tensor(292.3626),tensor(364.1057),tensor(283.9567),tensor(429.8085),tensor(317.3450),tensor(378.7682),tensor(315.7292),tensor(397.0464),tensor(367.2227),tensor(387.9837),tensor(368.1847),tensor(408.2413),tensor(411.8023),tensor(396.9812),tensor(409.8947),tensor(417.1109),182,video_1,tensor(12.0673),tensor(12.5607),tensor(-18.0408),tensor(-15.7146),tensor(12.6048),tensor(12.7007),tensor(-17.4164),tensor(-15.4259),tensor(12.8218),tensor(12.5964),tensor(-18.4805),tensor(-15.9300),tensor(8.7711),tensor(9.1430),tensor(-14.1443),tensor(-13.0330),tensor(9.5708),tensor(8.9845),tensor(-16.5233),tensor(-13.8453),tensor(3.6919),tensor(4.6936),tensor(-13.5740),tensor(-13.3002),tensor(-0.6723),tensor(-0.1981),tensor(-7.8858),tensor(-6.6830),tensor(10.2515),tensor(9.8832),tensor(-31.8967),tensor(-31.4356),tensor(-0.0223),tensor(-0.8161),tensor(-4.2352),tensor(-3.0044),tensor(13.5952),tensor(13.0464),tensor(-57.5977),tensor(-57.6402),tensor(0.1188),tensor(-1.0352),tensor(-0.3821),tensor(-0.2394),tensor(-5.1341),tensor(-4.2869),tensor(-7.3326),tensor(-8.1921),tensor(-6.6383),tensor(-6.1795),tensor(-5.2763),tensor(-5.8635),tensor(-3.2348),tensor(-2.1331),tensor(-4.4367),tensor(-3.1750),tensor(-4.9678),tensor(-3.2794),tensor(-4.5778),tensor(-3.7232),tensor(0.9381),tensor(1.6279),tensor(3.9702),tensor(5.9552),tensor(5.0690),tensor(4.6258),tensor(4.5460),tensor(4.5030),1.1470538039196942,tensor(85.2942),tensor(78.5874)
tensor(239.0431),tensor(355.4956),tensor(237.5770),tensor(349.4046),tensor(231.7964),tensor(356.5959),tensor(235.7118),tensor(349.7426),tensor(220.3969),tensor(366.6244),tensor(247.9541),tensor(358.3251),tensor(230.4178),tensor(389.5953),tensor(289.7381),tensor(358.7487),tensor(244.1910),tensor(414.7420),tensor(324.0654),tensor(356.0338),tensor(272.4081),tensor(420.7661),tensor(317.7004),tensor(379.2379),tensor(307.0309),tensor(403.3144),tensor(374.5988),tensor(379.4555),tensor(361.0670),tensor(411.7001),tensor(430.2076),tensor(388.6187),tensor(420.7860),tensor(423.0568),183,video_1,tensor(18.2991),tensor(6.2318),tensor(-19.3965),tensor(-1.3557),tensor(20.8586),tensor(8.2538),tensor(-19.9607),tensor(-2.5443),tensor(16.7316),tensor(3.9098),tensor(-19.9133),tensor(-1.4328),tensor(18.3527),tensor(9.5816),tensor(-16.5029),tensor(-2.3586),tensor(7.8657),tensor(-1.7050),tensor(-16.8474),tensor(-0.3242),tensor(9.2533),tensor(5.5613),tensor(-11.8727),tensor(1.7012),tensor(-6.5619),tensor(-5.8896),tensor(-4.8518),tensor(3.0340),tensor(17.7550),tensor(7.5036),tensor(-16.0028),tensor(15.8939),tensor(-16.5308),tensor(-16.5085),tensor(-3.3493),tensor(0.8859),tensor(31.7029),tensor(18.1076),tensor(-8.0718),tensor(49.5259),tensor(-11.5486),tensor(-11.6674),tensor(-9.0424),tensor(-8.6603),tensor(0.3554),tensor(5.4894),tensor(0.4696),tensor(7.8022),tensor(-8.6983),tensor(-2.0600),tensor(6.2680),tensor(11.5443),tensor(7.3761),tensor(10.6109),tensor(-8.5282),tensor(-4.0915),tensor(-7.1177),tensor(-2.1499),tensor(3.4587),tensor(8.0366),tensor(18.4052),tensor(17.4671),tensor(-8.3625),tensor(-12.3326),tensor(10.8913),tensor(5.8224),tensor(5.9459),tensor(1.3999),14.935714735248045,tensor(80.4862),tensor(-4.8080)
tensor(264.5461),tensor(352.9808),tensor(263.1426),tensor(346.9458),tensor(259.2402),tensor(352.0320),tensor(0.),tensor(0.),tensor(246.4176),tensor(354.8326),tensor(269.8860),tensor(350.0618),tensor(242.1488),tensor(376.6073),tensor(307.4913),tensor(353.6062),tensor(248.7322),tensor(406.9157),tensor(336.2997),tensor(357.8264),tensor(271.5932),tensor(421.2121),tensor(318.0041),tensor(380.0876),tensor(303.8952),tensor(399.5425),tensor(355.3521),tensor(384.0096),tensor(350.5482),tensor(404.3459),tensor(406.8913),tensor(384.8546),tensor(418.4682),tensor(399.9832),184,video_1,tensor(25.5031),tensor(7.2039),tensor(-2.5148),tensor(16.8817),tensor(25.5657),tensor(4.7071),tensor(-2.4588),tensor(17.5020),tensor(27.4438),tensor(10.7123),tensor(-4.5639),tensor(15.3494),tensor(-235.7118),tensor(-254.0645),tensor(-349.7426),tensor(-333.2397),tensor(26.0207),tensor(18.1550),tensor(-11.7918),tensor(5.0556),tensor(21.9319),tensor(12.6787),tensor(-8.2633),tensor(3.6094),tensor(11.7310),tensor(18.2929),tensor(-12.9880),tensor(-8.1362),tensor(17.7532),tensor(-0.0018),tensor(-5.1425),tensor(10.8603),tensor(4.5412),tensor(21.0719),tensor(-7.8262),tensor(-4.4770),tensor(12.2343),tensor(-19.4686),tensor(1.7926),tensor(9.8644),tensor(-0.8149),tensor(10.7336),tensor(0.4460),tensor(9.4883),tensor(0.3037),tensor(-0.0516),tensor(0.8497),tensor(0.3801),tensor(-3.1357),tensor(5.5626),tensor(-3.7719),tensor(-10.0399),tensor(-19.2467),tensor(-26.6228),tensor(4.5541),tensor(13.0823),tensor(-10.5188),tensor(-3.4011),tensor(-7.3542),tensor(-10.8130),tensor(-23.3163),tensor(-41.7215),tensor(-3.7642),tensor(4.5983),tensor(-2.3177),tensor(-13.2091),tensor(-23.0736),tensor(-29.0195),121.7640105647518,tensor(428.8306),tensor(348.3444)
